userName,content,score,at,replyContent,date,time
Pengguna Google,baru ini msuk grand ori citerup nyaman bersih pokonya top,5,2025-10-12 00:43:40,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-12,00:43:40
Pengguna Google,mantap,5,2025-10-11 23:29:42,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,23:29:42
Pengguna Google,good,5,2025-10-11 22:31:46,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,22:31:46
Pengguna Google,terbaik,5,2025-10-11 17:21:37,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,17:21:37
Pengguna Google,"Ayo download aplikasi lain, saya akan berusaha tidak akan menggunakan aplikasi ini karena terlalu mempermainkan harga tiket pesawatnya, berbeda harga yang ditampilkan dan setelah melakukan pembayaran",1,2025-10-11 14:25:17,"Hai Ahan, kami mohon maaf atas kekecewaan Anda. Tim kami senantiasa berusaha sebaik mungkin untuk memberikan harga paling kompetitif. Namun, penetapan harga di platform kami juga bergantung pada mitra dan bersifat fluktuatif. Kami menghargai masukan Anda dan akan terus meningkatkan penawaran kami. Terima kasih. -BM",2025-10-11,14:25:17
Pengguna Google,mantap,5,2025-10-11 14:04:46,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,14:04:46
Pengguna Google,BAGUS,4,2025-10-11 13:52:34,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-11,13:52:34
Pengguna Google,apaan. sering galat. pilih lihat hotel via peta aja gak bisa.,1,2025-10-11 13:05:53,"Hai Dian, kami mohon maaf terkait masalah dengan pemesanan Anda. Sayangnya, kami tidak dapat menemukan kasus yang sesuai dengan deskripsi Anda di sistem kami. Untuk membantu kami memahami kendala yang Anda alami, silakan hubungi kami melalui email cs@traveloka.com. Tim kami siap membantu Anda dan mencari solusi terbaik. Terima kasih. -IF",2025-10-11,13:05:53
Pengguna Google,ok,5,2025-10-11 12:05:04,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,12:05:04
Pengguna Google,"memudahkan cara hidup, thankyou",5,2025-10-11 11:58:37,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,11:58:37
Pengguna Google,makasih ya pak,5,2025-10-11 11:52:34,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-11,11:52:34
Pengguna Google,sangat membantu,5,2025-10-11 11:48:03,"Hai Kak, terima kasih atas feedbacknya. Jika Kakak memiliki saran, silakan sampaikan melalui fitur Message Center di kanan atas homepage Traveloka App agar kami dapat terus meningkatkan layanan kami. Pantau terus Traveloka untuk penawaran spesial lainnya!",2025-10-11,11:48:03
Pengguna Google,good,4,2025-10-11 11:25:11,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,11:25:11
Pengguna Google,sangat bagus,5,2025-10-11 09:35:48,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,09:35:48
Pengguna Google,nice app,5,2025-10-11 09:34:34,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,09:34:34
Pengguna Google,bagus,4,2025-10-11 09:29:45,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-11,09:29:45
Pengguna Google,very good,5,2025-10-11 09:24:05,"Thank you for your positive feedback! If you have any suggestions for improvement, please feel free to share them with us through the Message Center feature at the top right of the Traveloka App homepage. Do stay tuned for more interesting updates and offers from Traveloka!",2025-10-11,09:24:05
Pengguna Google,"kecewa sama traveloka saya memesan tiket kreta lewat aplikasi traveloka pemabayaran lewat indomaret, katanya harus nunggu 30 menit untuk dapet konfrimasi E-tiket, tapi setelah 30 menit belum muncul juga, saya konfrim lewat email gak ada kejelasan, saya cari pusat bantuan lewat aplikasi tapi no cs yg tertera ternyata orang lain bukan Cs dari traveloka, ini gimna sih kalo memang no Cs yg tertera sudah tidak bisa digunkan harusnya diganti dong ini ko malah belum diganti gimna sih, sekelas traveloka",1,2025-10-11 09:06:02,"Hai Ulfa, kami mohon maaf atas ketidaknyamanan yang Anda alami. Saat ini kendala Anda sedang ditangani oleh tim terkait dan kami akan terus mengabari Anda melalui email di nomor laporan 44xxx583 hingga masalah tersebut terselesaikan. Terima kasih atas kesabaran Anda. -BM",2025-10-11,09:06:02
Pengguna Google,mntap,5,2025-10-11 07:46:52,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,07:46:52
Pengguna Google,"Sejauh ini, sdh menggunakan traveloka belasan tahun, sangat OK. Tak pernah mengecewakan. keren dan maju trus, mendunia...",5,2025-10-11 07:02:21,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,07:02:21
Pengguna Google,baik,5,2025-10-11 06:56:46,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-11,06:56:46
Pengguna Google,minta update di aplikasi tapi di playstore gk ada update,1,2025-10-11 05:44:27,"Hai Ridhan, mohon maaf atas kendala yang Anda alami saat mengakses aplikasi kami. Untuk membantu kami menyelidiki masalah ini, mohon bantuan Anda untuk mengirimkan screenshot kendala tersebut melalui email cs@traveloka.com. Terima kasih atas kerja sama Anda. -HM",2025-10-11,05:44:27
Pengguna Google,mantap,5,2025-10-11 05:41:57,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,05:41:57
Pengguna Google,keren,5,2025-10-11 05:39:55,"Hey there! We are so grateful for your support. We hope you continue to enjoy our products and offers. If you have any additional feedback or suggestions, feel free to chat with our Customer Service by tapping the chat bubble icon at the top right of the Traveloka App homepage. Our team would be delighted to assist you. Thank you!",2025-10-11,05:39:55
Pengguna Google,bagus,5,2025-10-11 05:36:44,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,05:36:44
Pengguna Google,mantab,5,2025-10-11 05:04:42,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,05:04:42
Pengguna Google,mantap,5,2025-10-11 04:49:20,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-11,04:49:20
Pengguna Google,god job,4,2025-10-11 04:15:54,"Hey there! We are so grateful for your support. We hope you continue to enjoy our products and offers. If you have any additional feedback or suggestions, feel free to chat with our Customer Service by tapping the chat bubble icon at the top right of the Traveloka App homepage. Our team would be delighted to assist you. Thank you!",2025-10-11,04:15:54
Pengguna Google,saya kecewa karna saya beli tiket mahal terus saya batalkan karna ada masalah dirumah terus refund nya cuma sedikit,1,2025-10-11 03:56:01,"Hai Noer, mohon maaf atas kendala terkait refund Anda. Kami tidak dapat menemukan kasus yang sesuai dengan deskripsi Anda di sistem kami. Untuk membantu Anda dalam menyelesaikan masalah ini, silakan hubungi kami melalui pesan aplikasi atau email cs@traveloka.com. Tim kami siap menyelesaikan masalah ini. Terima kasih atas kesabaran Anda. -HM",2025-10-11,03:56:01
Pengguna Google,"Udah bagus, cuma ditambahin lagi dong filternya. Pengen ada filter private pool dan king bed/queen bed/twin bed gitu. Soalnya aku sering nginap 2 dewasa dan 1 bocil. Kalau queen kekecilan, twin ga enak baginya, jd pengennya yg king aja. Banyak hotel yg queen bed. Jadi habisin waktu aja pas nyari yg king",3,2025-10-11 03:37:19,"Hai Audi, terima kasih atas masukan yang Anda berikan. Saat ini, Anda dapat menggunakan filter pada bagian “Fasilitas yang Sering Dicari”. Masukan Anda sangat berarti bagi kami dan akan menjadi bahan pertimbangan untuk terus meningkatkan layanan Traveloka agar dapat memberikan pengalaman yang lebih baik bagi Anda di masa mendatang. -HM",2025-10-11,03:37:19
Pengguna Google,mudah dn lengkap,5,2025-10-11 03:27:27,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,03:27:27
Pengguna Google,Traveloka mantap,5,2025-10-11 02:53:33,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-11,02:53:33
Pengguna Google,best,5,2025-10-11 02:03:38,"Hello! Thank you very much for the positive review. If you have any additional feedback, please feel free to contact us through our Message Center, which can be accessed via the Traveloka App homepage. We would be more than happy to assist you. Stay tuned for more exciting updates and offers on Traveloka!",2025-10-11,02:03:38
Pengguna Google,Mantapppp,5,2025-10-11 02:01:04,"Hey there! We are so grateful for your support. We hope you continue to enjoy our products and offers. If you have any additional feedback or suggestions, feel free to chat with our Customer Service by tapping the chat bubble icon at the top right of the Traveloka App homepage. Our team would be delighted to assist you. Thank you!",2025-10-11,02:01:04
Pengguna Google,sangat membantu,5,2025-10-11 01:54:29,"Hai Kak, terima kasih atas feedbacknya. Jika Kakak memiliki saran, silakan sampaikan melalui fitur Message Center di kanan atas homepage Traveloka App agar kami dapat terus meningkatkan layanan kami. Pantau terus Traveloka untuk penawaran spesial lainnya!",2025-10-11,01:54:29
Pengguna Google,baik,4,2025-10-10 23:18:42,"Halo Kak, terima kasih banyak atas ratingnya. Jika Kakak memiliki saran, jangan ragu untuk menghubungi kami melalui Message Center yang dapat diakses melalui homepage Traveloka App. Kami akan dengan senang hati membantu Kakak. Nantikan promo menarik lainnya di Traveloka, ya!",2025-10-10,23:18:42
Pengguna Google,bagusss,5,2025-10-10 23:07:55,"Hai Kak, senang sekali dapat rating bagus dari Kakak. Semoga Kakak selalu setia menjadi pelanggan Traveloka, ya. Jika ada masukan atau saran, jangan sungkan untuk chat Customer Service kami dengan cara tap ikon chat bubble di kanan atas homepage Traveloka App. Tim kami akan segera membantu Kakak. Terima kasih!",2025-10-10,23:07:55
